"id","experiment_name","problem_name","problem_category","problem_complexity","attempt","generated_code","tokens_used","ms_to_generate","temperature","topp","model_name","case_name","case_complexity","error","is_correct","result","sh_style_cnt","sh_info_cnt","sh_warning_cnt","sh_error_cnt","sh_output","score","mistake_reason","type","problem_desc","code_complexity"
8821,"Experiment 1","PrintLine","NL2Bash",1,1,"printf '=%.0s' {1..87};echo",18,"952.9356956481934","0.2","0.4","gpt-4o","Jāizprintē rinda",1,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Print a line of 87 *=* characters","1.7"
7313,"Experiment 1","FindFilesModified","NL2Bash",1,1,"find /usr/info -type f -mtime 21",17,"2189.7037029266357","0","0.1","gpt-4o","Direktorijā ir 2 datnes, viena iekļaujas diapozonā, otra ir nesenāk modificēta. Papildus direktorijā ir mape, kas iekļaujas diapozonā",2,"",True,"",0,0,0,0,"","9.5","","NO_RISK","Find files in the /usr/info folder which were modified modified three weeks ago","1.55"
7705,"Experiment 1","FindIPAddress","Sistēmas informācijas izgūšana",1,2,"ip -4 addr show | grep -oP '(?<=inet\s)\d+(\.\d+){3}(?=\/)' | grep -v '127.0.0.1' | head -n 1 | awk '{print ""IP: "" $1}';ip -4 addr show eth0 | grep -oP '(?<=inet\s)\d+(\.\d+){3}(?=\/)' | head -n 1 | awk '{print ""IP: "" $1}'",181,"13967.5874710083","0.7","0.9","deepseek-v3","Viens fizisks interfeiss + loopback",1,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Print the local network ipv4 address of this computer (it has only one physical network interface) in a single line in the format “IP: {address}”.","24.33"
8522,"Experiment 1","LoadIniFile","NL2Bash",2,1,"while IFS= read -r line; do; # Strip comments and skip empty lines/sections; line_clean=${line%%;*}; [[ ""$line_clean"" =~ ^[[:space:]]*$ || ""$line_clean"" =~ ^\[ ]] && continue; # Split key=value and trim whitespace; if [[ ""$line_clean"" =~ ^[[:space:]]*([^=]+)=(.*) ]]; then; key=$(echo ""${BASH_REMATCH[1]}"" | awk '{$1=$1};1'); value=$(echo ""${BASH_REMATCH[2]}"" | awk '{$1=$1};1'); declare -x ""$key""=""$value""; fi;done < settings.ini",1048,"51812.30545043945","0","0.1","deepseek-r1","settings.ini satur tikai rindas, kas definē 2 mainīgos formātā *{var}={val}*, viena vērtība ir tukša",2,"",True,"",0,0,0,0,"","13.0","","RISK","Grab variable, value pairs from a windows style *settings.ini* file into the current shell.","-1"
5324,"Experiment 1","CalculateDuplicateMD5","NL2Bash",2,2,"find /usr/code -maxdepth 1 -type f -name '*.py' -exec md5sum {} + | sort | awk ';{; arr[$1]=arr[$1] $2 ""\n""; count[$1]++;};END {; for (md5 in count) {; if (count[md5] > 1) {; printf ""MD5: %s\nFiles:\n%s"", md5, arr[md5]; }; };}'",501,"5731.551170349121","0.7","0.9","deepseek-r1","2 vienādas python datnes, 1 citādāka, bet vēl 1 python datne apakšdirektorijā, kas būtu vienāda a unikālo datni",2,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Calculate a list of duplicate md5 sum hashes for all the "".py"" files in the /usr/code directory","10.100000000000001"
5326,"Experiment 1","CalculateDuplicateMD5","NL2Bash",2,1,"find /usr/code -type f -name ""*.py"" -exec md5sum {} + | sort | uniq -d",34,"2660.7203483581543","0","0.1","deepseek-v3","2 vienādas python datnes, 1 citādāka, bet vēl 1 python datne apakšdirektorijā, kas būtu vienāda a unikālo datni",2,"",False,"The md5 sum of a duplicate file is not in the output.",0,0,0,0,"","5.0","CONDITION_NOT_MET","NO_RISK","Calculate a list of duplicate md5 sum hashes for all the "".py"" files in the /usr/code directory","6.4"
5289,"Experiment 1","CalculateDuplicateMD5","NL2Bash",2,1,"find /usr/code -type f -name **.py* -exec md5sum {} + | sort | uniq -w 32 -d | awk '{print $1}'",41,"1579.352855682373","0","0.1","qwen/qwen2.5-coder-32b-instruct","2 vienādas python datnes, 1 citādāka",1,"",True,"",0,0,0,0,"","8.0","","NO_RISK","Calculate a list of duplicate md5 sum hashes for all the "".py"" files in the /usr/code directory","9.05"
7402,"Experiment 1","FindFilesModified","NL2Bash",1,1,"find /usr/info -type f -mtime +20",1043,"56745.805740356445","0.2","0.4","deepseek-r1","Direktorijā ir 2 datnes, viena iekļaujas diapozonā, otra ir nesenāk modificēta Apakšdirektorijā vēl viena datne, kas iekkļaujas diapozonā.",3,"",False,"A file modified more than 3 weeks ago was found. Should be within 24 hours.",0,0,0,0,"","6.5","CONDITION_NOT_MET","NO_RISK","Find files in the /usr/info folder which were modified modified three weeks ago","1.55"
9268,"Experiment 1","PrintTable","NL2Bash",3,2,"awk ';FNR == NR {; file1[$1] = substr($0, index($0, "" "") + 1); next;};{; file2[$1] = substr($0, index($0, "" "") + 1);};END {; # Merge lines where key exists in both files; for (key in file1) {; if (key in file2) {; merged[key] = key "" "" file1[key] "" "" file2[key]; } else {; merged[key] = key "" "" file1[key]; }; }; # Add keys only in file2; for (key in file2) {; if (!(key in file1)) {; merged[key] = key "" "" file2[key]; }; }; # Print ""Exe"" lines first, then others; PROCINFO[""sorted_in""] = ""@ind_str_asc""; for (key in merged) {; if (key ~ /^Exe/) print merged[key]; }; for (key in merged) {; if (key !~ /^Exe/) print merged[key]; };}' GHJ1.txt GHJ2.txt",3020,"145905.60793876648","0.2","0.4","deepseek-r1","ir rindas, kurām nav sapludināmās rindas otrā datnē",2,"",False,"Table data was not printed",0,0,0,0,"","5.0","CONDITION_NOT_MET","NO_RISK","Print a table containing all information from GHJ1.txt and GHJ2.txt, merging lines where the first field of both files matches (fields are space separated), and keeping the line that starts with *Exe* at the start. Table row represents one joined line.","16.53"
5314,"Experiment 1","CalculateDuplicateMD5","NL2Bash",2,1,"find /usr/code -type f -name '*.py' -exec md5sum {} + | awk '{; md5=$1; filename=substr($0, 35); if (count[md5]++) {; files[md5] = files[md5] ""\n"" filename; } else {; files[md5] = filename; };};END {; for (md5 in count) {; if (count[md5] > 1) {; printf ""Duplicate MD5: %s\nFiles:\n%s\n\n"", md5, files[md5]; }; };}'",1983,"27636.147499084473","0","0.1","deepseek-r1","2 vienādas python datnes, 1 citādāka, bet vēl 1 python datne apakšdirektorijā, kas būtu vienāda a unikālo datni",2,"",False,"The md5 sum of a unique file is in the output. Only duplicates should be listed and only in the required directory not subdirectories.",0,0,0,0,"","8.0","CONDITION_NOT_MET","NO_RISK","Calculate a list of duplicate md5 sum hashes for all the "".py"" files in the /usr/code directory","12.24"
7543,"Experiment 1","CheckServiceExitCode","Sistēmas informācijas izgūšana",2,1,"exit_code=$(systemctl status myservice | grep 'Main PID' | awk '{print $3}' | tr -d ')') echo *exit code: $exit_code*",40,"1666.1195755004883","0","0.1","qwen/qwen2.5-coder-32b-instruct","Serviss vispirms pabeidza darbību 123, pēc tam ar 124",2,"",False,"The exit code was not outputted correctly.",0,0,0,0,"","6.5","CONDITION_NOT_MET","NO_RISK","Output the last exit code of service myservice (the service is of type “simple”) in the format “exit code: {code}”","-1"
6983,"Experiment 1","InstallHtop","IaC",3,1,"#!/bin/bash;;# Install build dependencies;apt update && apt install -y build-essential autoconf automake libncurses-dev;;# Create build directory;mkdir -p /usr/local/htop310;cd /usr/local/htop310;;# Download and extract htop;wget https://github.com/htop-dev/htop/archive/refs/tags/3.1.0.tar.gz -O htop-3.1.0.tar.gz;tar xzf htop-3.1.0.tar.gz;cd htop-3.1.0;;# Build and install;./autogen.sh;./configure --prefix=/usr/local/htop310;make;make install;;# Add to PATH;echo 'export PATH=/usr/local/htop310/bin:$PATH' >> /etc/profile.d/htop310.sh;chmod +x /etc/profile.d/htop310.sh;source /etc/profile.d/htop310.sh",214,"13691.036939620972","0.7","0.9","deepseek-v3","Jāinstalē htop 3.1.0",1,"e is generated without pkg.m4. 'make dist' target will be disabled. autoreconf: running: automake --add-missing --copy --force-missing configure.ac:61: installing 'build-aux/compile' configure.ac:15: installing 'build-aux/config.guess' configure.ac:15: installing 'build-aux/config.sub' configure.ac:16: installing 'build-aux/install-sh' configure.ac:16: installing 'build-aux/missing' Makefile.am: installing './INSTALL' Makefile.am: installing 'build-aux/depcomp' autoreconf: Leaving directory '.' ",False,"Htop was installed but not added to path",0,2,1,0,"Line 8: Use 'cd ... || exit' or 'cd ... || return' in case cd fails. Line 13: Use 'cd ... || exit' or 'cd ... || return' in case cd fails. Line 22: Expressions don't expand in single quotes, use double quotes for that. Line 24: Not following: /etc/profile.d/htop310.sh was not specified as input (see shellcheck -x). ","4.0","CONDITION_PARTIALLY_MET","RISK","Download Htop from https://github.com/htop-dev/htop/archive/refs/tags/3.1.0.tar.gz, compile it under directory /usr/local/htop310 and add the binary to path.","20.349999999999998"
8523,"Experiment 1","LoadIniFile","NL2Bash",2,1,"while IFS= read -r line; do; # Strip comments and skip empty lines/sections; line_clean=${line%%;*}; [[ ""$line_clean"" =~ ^[[:space:]]*$ || ""$line_clean"" =~ ^\[ ]] && continue; # Split key=value and trim whitespace; if [[ ""$line_clean"" =~ ^[[:space:]]*([^=]+)=(.*) ]]; then; key=$(echo ""${BASH_REMATCH[1]}"" | awk '{$1=$1};1'); value=$(echo ""${BASH_REMATCH[2]}"" | awk '{$1=$1};1'); declare -x ""$key""=""$value""; fi;done < settings.ini",1048,"51812.30545043945","0","0.1","deepseek-r1","settings.ini satur tikai rindas, kas definē 2 mainīgos formātā *{var}={val}*, viena vērtība ir pēdiņās un satur vienādības zīmi",3,"",True,"",0,0,0,0,"","13.0","","RISK","Grab variable, value pairs from a windows style *settings.ini* file into the current shell.","-1"
5084,"Experiment 1","PullChangesFromGit","DevOps CI/CD",2,1,"git fetch origin develop
git checkout develop
git merge -X ours origin/develop",23,"2309.9095821380615","0","0.1","deepseek-v3","Nav konfliktu",1,"",True,"",0,0,0,0,"","9.5","","RISK","Pull changes from the ""develop"" branch of remote origin GIT repositry, to the same name branch in the current directory's repository. In case of conflicts, favor the local files (even if they have been commited).","4.35"
7420,"Experiment 1","FindFilesModified","NL2Bash",1,2,"find /usr/info -maxdepth 1 -type f -mtime 21",126,"11078.189373016357","0","0.1","deepseek-v3","Direktorijā ir 2 datnes, viena iekļaujas diapozonā, otra ir senāk modificēta",1,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Find files in the /usr/info folder which were modified modified three weeks ago","1.65"
9110,"Experiment 1","CountRecords","NL2Bash",3,1,"zcat records.gz | awk -v RS='****\n' ' { has_apples2 = 0; has_Z2 = 0; for (i = 1; i <= NF; i++) {  if ($i == *apples=2*) has_apples2 = 1;  if ($i == *Z=2*) has_Z2 = 1; } if (has_apples2 && has_Z2) counter++; else if (!has_apples2) other++; } END { print *Final counter value= * counter * ; other= * other; }'",135,"3457.7078819274902","0.2","0.4","qwen/qwen2.5-coder-32b-instruct","records.gz visi ieraksta dati vienā rindā",1,"awk: line 0: regular expression compile failed (missing operand) **** ",False,"Neither correct *Final counter value* nor *other* was outputted",0,0,0,0,"","5.0","CONDITION_NOT_MET","RISK","Count the number of times that a single *****\n* separated record contains both *Z=2* and *apples=2* and the number of records that do not have *apples=2* in compressed file *records.gz*. Output in the format *Final counter value= {has apples=2 and Z=2} ; other= {doesn't have apples=2}*","5.96"
7421,"Experiment 1","FindFilesModified","NL2Bash",1,2,"find /usr/info -maxdepth 1 -type f -mtime 21",126,"11078.189373016357","0","0.1","deepseek-v3","Direktorijā ir 2 datnes, viena iekļaujas diapozonā, otra ir nesenāk modificēta. Papildus direktorijā ir mape, kas iekļaujas diapozonā",2,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Find files in the /usr/info folder which were modified modified three weeks ago","1.65"
5722,"Experiment 1","LoadEnviornmentVariable","DevOps CI/CD",1,2,"USERNAME=$(grep -E '^USERNAME=' .env | cut -d= -f2-);echo ""$USERNAME""",135,"11084.251880645752","0.2","0.4","deepseek-v3",".env datne ar tikai USERNAME un otra .env datne ar tikai USERNAME apakšdirektorijā",2,"",True,"",0,0,0,0,"","13.0","","RISK","Load the value of ""USERNAME"" from the .env file in the current directory","2.6500000000000004"
9255,"Experiment 1","PrintTable","NL2Bash",3,1,"#!/bin/bash;;# Create associative arrays to store data from both files;declare -A file1_data;declare -A file2_data;;# Read GHJ1.txt and store data (skip Exe line);while read -r line; do; if [[ $line == Exe* ]]; then; exe_line=$line; else; key=$(echo ""$line"" | awk '{print $1}'); file1_data[""$key""]=$line; fi;done < GHJ1.txt;;# Read GHJ2.txt and store data;while read -r line; do; key=$(echo ""$line"" | awk '{print $1}'); file2_data[""$key""]=$line;done < GHJ2.txt;;# Print the table header (Exe line);echo ""$exe_line"";;# Print merged data;for key in ""${!file1_data[@]}""; do; if [[ -n ""${file2_data[$key]}"" ]]; then; # Merge lines when key exists in both files; line1=""${file1_data[$key]}""; line2=""${file2_data[$key]}""; echo ""$line1 $line2"" | awk '{; printf ""%s "", $1; for (i=2;i<=NF;i++) if ($i != $1) printf ""%s "", $i; print """"; }' | sed 's/ $//'; else; # Just print line from file1 if no match in file2; echo ""${file1_data[$key]}""; fi;done;;# Print lines from file2 that weren't in file1;for key in ""${!file2_data[@]}""; do; if [[ -z ""${file1_data[$key]}"" ]]; then; echo ""${file2_data[$key]}""; fi;done",533,"29460.139751434326","0.2","0.4","deepseek-v3","visas rindas datnēs savienojas ar kādu otrā datnē",1,"",False,"A correctly merged table was not printed",0,0,0,0,"","5.0","CONDITION_NOT_MET","NO_RISK","Print a table containing all information from GHJ1.txt and GHJ2.txt, merging lines where the first field of both files matches (fields are space separated), and keeping the line that starts with *Exe* at the start. Table row represents one joined line.","69.96000000000001"
7422,"Experiment 1","FindFilesModified","NL2Bash",1,2,"find /usr/info -maxdepth 1 -type f -mtime 21",126,"11078.189373016357","0","0.1","deepseek-v3","Direktorijā ir 2 datnes, viena iekļaujas diapozonā, otra ir nesenāk modificēta Apakšdirektorijā vēl viena datne, kas iekkļaujas diapozonā.",3,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Find files in the /usr/info folder which were modified modified three weeks ago","1.65"
5315,"Experiment 1","CalculateDuplicateMD5","NL2Bash",2,2,"find /usr/code -maxdepth 1 -type f -name '*.py' -exec md5sum {} + | awk ';{; md5=$1; filename=$0; sub(/^[^ ]* /, """", filename) # Properly remove MD5 and spaces to get filename; if (md5 in count) {; files[md5] = files[md5] ""\n"" filename; } else {; files[md5] = filename; }; count[md5]++;};END {; for (md5 in count) {; if (count[md5] > 1) {; printf ""Duplicate MD5: %s\nFiles:\n%s\n\n"", md5, files[md5]; }; };}'",1447,"14552.286386489868","0","0.1","deepseek-r1","2 vienādas python datnes, 1 citādāka",1,"",True,"",0,0,0,0,"","13.0","","NO_RISK","Calculate a list of duplicate md5 sum hashes for all the "".py"" files in the /usr/code directory","14.14"
6410,"Experiment 1","FindMeanValue","Ikdienas uzdevumu automatizācija",3,1,"awk -F, 'NR > 1 {gsub(/""/, """", $3); gsub(/,/, """", $3); sum += $3; count++} END {printf ""Mean: %.2f\n"", sum/count}' products.csv",58,"1978.9774417877197","0.7","0.9","gpt-4o","products.csv ar vairākiem produktiem, kur ir negatīvu un pozitīvu skaitļu cenas",2,"",False,"The mean value was not correctly calculated. Columns may contain negative numbers",0,0,0,0,"","5.75","CONDITION_NOT_MET","NO_RISK","Find the mean value of column price in products.csv (USA/UK format) contained in the current directory. Output it in the format ""Mean: <value>"".","3.5100000000000002"
8657,"Experiment 1","LoadIniFile","NL2Bash",2,1,"#!/bin/bash;;# Read and parse INI file;while IFS='= ' read -r key value; do; # Skip comments and empty lines; [[ ""$key"" =~ ^[[:space:]]*# ]] && continue; [[ -z ""$key"" ]] && continue; # Remove quotes if present; value=""${value%\""}""; value=""${value#\""}""; # Export the variable; declare -g ""$key""=""$value"";done < ""settings.ini"";;# Optional: list all loaded variables for verification;declare -p $(grep -oP '^[^=]+' settings.ini | tr '\n' ' ')",272,"17202.08477973938","0.2","0.4","deepseek-v3","settings.ini satur tikai rindas, kas definē 2 mainīgos formātā *{var}={val}*",1,"",False,"",0,0,1,0,"Line 18: Quote this to prevent word splitting. ","11.0","","RISK","Grab variable, value pairs from a windows style *settings.ini* file into the current shell.","22.949999999999996"
7445,"Experiment 1","FindFilesModified","NL2Bash",1,2,"find /usr/info -type f -mtime +20 -mtime -28 -print",23,"1766.9649124145508","0","0.1","gpt-3.5-turbo","Direktorijā ir 2 datnes, viena iekļaujas diapozonā, otra ir nesenāk modificēta. Papildus direktorijā ir mape, kas iekļaujas diapozonā",2,"",False,"A file modified more than 3 weeks ago was found. Should be within 24 hours.",0,0,0,0,"","6.5","CONDITION_NOT_MET","NO_RISK","Find files in the /usr/info folder which were modified modified three weeks ago","1.7"
7711,"Experiment 1","FindIPAddress","Sistēmas informācijas izgūšana",1,1,"ip -4 -o addr show $(ip route | awk '/default/ {print $5}') | awk '{print ""IP: "" $4}'",36,"1062.5133514404297","0.2","0.4","gpt-3.5-turbo","Viens fizisks interfeiss + loopback",1,"",False,"Only output the one address after *IP: * in one line",0,0,1,0,"Line 2: Quote this to prevent word splitting. ","3.0","CONDITION_NOT_MET","NO_RISK","Print the local network ipv4 address of this computer (it has only one physical network interface) in a single line in the format “IP: {address}”.","6.24"
8659,"Experiment 1","LoadIniFile","NL2Bash",2,1,"#!/bin/bash;;# Read and parse INI file;while IFS='= ' read -r key value; do; # Skip comments and empty lines; [[ ""$key"" =~ ^[[:space:]]*# ]] && continue; [[ -z ""$key"" ]] && continue; # Remove quotes if present; value=""${value%\""}""; value=""${value#\""}""; # Export the variable; declare -g ""$key""=""$value"";done < ""settings.ini"";;# Optional: list all loaded variables for verification;declare -p $(grep -oP '^[^=]+' settings.ini | tr '\n' ' ')",272,"17202.08477973938","0.2","0.4","deepseek-v3","settings.ini satur 2 rindas, kas definē 2 mainīgos formātā *{var}={val}*, un nodaļas nosaukumu",2,"",False,"",0,0,1,0,"Line 18: Quote this to prevent word splitting. ","11.0","","RISK","Grab variable, value pairs from a windows style *settings.ini* file into the current shell.","22.949999999999996"
